AcademicRecordID,WosUID,Title,DocumentTypeId,LanguageId,PublicationId,PubYear,PubMonth,PubDate,PubVolume,PubIssue,PublicationTypeId,PubPageCount,DatabaseEditionId,ReferenceCount,CiteCount,JournalExpectedCitations,JournalActExpCitations,ImpactFactor,AvgExpectedRate,Percentile,Nci,EsiMostCitedArticle,HotPaper,IsInternationalCollab,IsInstitutionCollab,IsIndustryCollab,OaFlag,JournalInfoId,IsReferenceArticle,QValue,IsPassive,SelfCitationCount
99759,WOS:000301526500018,Scanning 3D Full Human Bodies Using Kinects,1,1,11290,2012,APR,2012-04-01 00:00:00.000,18,4,5,8,1,35,216,,,,,,,,,,,,,,1,,0,0
99760,WOS:000310143100047,Design Study Methodology: Reflections from the Trenches and the Stacks,1,1,11290,2012,DEC,2012-12-01 00:00:00.000,18,12,5,10,1,93,161,,,,,,,,,,,,,,1,,0,0
99761,WOS:000306367400013,Empirical Studies in Information Visualization: Seven Scenarios,1,1,11290,2012,SEP,2012-09-01 00:00:00.000,18,9,5,17,1,95,156,,,,,,,,,,,,,,1,,0,0
99762,WOS:000310143100061,Stacking-Based Visualization of Trajectory Attribute Data,1,1,11290,2012,DEC,2012-12-01 00:00:00.000,18,12,5,10,1,34,93,,,,,,,,,,,,,,1,,0,0
99763,WOS:000319061500011,Registration of 3D Point Clouds and Meshes: A Survey from Rigid to Nonrigid,1,1,11290,2013,JUL,2013-07-01 00:00:00.000,19,7,5,19,1,123,160,,,,,,,,,,,,,,1,,0,0
99764,WOS:000325991600021,Visual Exploration of Big Spatio-Temporal Urban Data: A Study of New York City Taxi Trips,1,1,11290,2013,DEC,2013-12-01 00:00:00.000,19,12,5,10,1,,160,,,,,,,,,,,,,,1,,0,0
99765,WOS:000325991600043,A Multi-Level Typology of Abstract Visualization Tasks,1,1,11290,2013,DEC,2013-12-01 00:00:00.000,19,12,5,10,1,,122,,,,,,,,,,,,,,1,,0,0
99766,WOS:000325991600022,Visual Traffic Jam Analysis Based on Trajectory Data,1,1,11290,2013,DEC,2013-12-01 00:00:00.000,19,12,5,10,1,49,114,,,,,,,,,,,,,,1,,0,0
99767,WOS:000338118700007,FaceWarehouse: A 3D Facial Expression Database for Visual Computing,1,1,11290,2014,MAR,2014-03-01 00:00:00.000,20,3,5,13,1,28,168,,,,,,,,,,,,,,1,,0,0
99768,WOS:000344991700043,UpSet: Visualization of Intersecting Sets,1,1,11290,2014,DEC,2014-12-01 00:00:00.000,20,12,5,10,1,29,154,,,,,,,,,,,,,,1,,0,0
99769,WOS:000338118700008,Implicit Incompressible SPH,1,1,11290,2014,MAR,2014-03-01 00:00:00.000,20,3,5,10,1,37,87,,,,,,,,,,,,,,1,,0,0
99770,WOS:000344991700021,OpinionFlow: Visual Analysis of Opinion Diffusion on Social Media,1,1,11290,2014,DEC,2014-12-01 00:00:00.000,20,12,5,10,1,45,54,,,,,,,,,,,,,,1,,0,0
99771,WOS:000362355100007,Very High Frame Rate Volumetric Integration of Depth Images on Mobile Devices,1,1,11290,2015,NOV,2015-11-01 00:00:00.000,21,11,5,10,1,27,62,,,,,,,,,,,,,,1,,0,0
99772,WOS:000351755700011,Personal Visualization and Personal Visual Analytics,1,1,11290,2015,MAR,2015-03-01 00:00:00.000,21,3,5,14,1,84,42,,,,,,,,,,,,,,1,,0,0
99773,WOS:000347306600004,MegaMol-A Prototyping Framework for Particle-Based Visualization,1,1,11290,2015,FEB,2015-02-01 00:00:00.000,21,2,5,14,1,60,37,,,,,,,,,,,,,,1,,0,0
99774,WOS:000351757000013,Assessing Knowledge Retention of an Immersive Serious Game vs. a Traditional Education Method in Aviation Safety,1,1,11290,2015,APR,2015-04-01 00:00:00.000,21,4,5,10,1,59,36,,,,,,,,,,,,,,1,,0,0
99775,WOS:000364043400029,"The Role of Uncertainty, Awareness, and Trust in Visual Analytics",1,1,11290,2016,JAN,2016-01-01 00:00:00.000,22,1,5,10,1,83,56,,,,,,,,,,,,,,1,,0,0
99776,WOS:000364043400006,Mobility Graphs: Visual Analysis of Mass Mobility Dynamics via Spatio-Temporal Graphs and Clustering,1,1,11290,2016,JAN,2016-01-01 00:00:00.000,22,1,5,10,1,56,49,,,,,,,,,,,,,,1,,0,0
99777,WOS:000364043400070,Voyager: Exploratory Analysis via Faceted Browsing of Visualization Recommendations,1,1,11290,2016,JAN,2016-01-01 00:00:00.000,22,1,5,10,1,47,45,,,,,,,,,,,,,,1,,0,0
99778,WOS:000387360500011,Pose Estimation for Augmented Reality: A Hands-On Survey,1,1,11290,2016,DEC,2016-12-01 00:00:00.000,22,12,5,19,1,151,45,,,,,,,,,,,,,,1,,0,0
99779,WOS:000395537600012,Towards Better Analysis of Deep Convolutional Neural Networks,1,1,11290,2017,JAN,2017-01-01 00:00:00.000,23,1,5,10,1,60,57,,,,,,,,,,,,,,1,,0,0
99780,WOS:000395537600037,Vega-Lite: A Grammar of Interactive Graphics,1,1,11290,2017,JAN,2017-01-01 00:00:00.000,23,1,5,10,1,27,41,,,,,,,,,,,,,,1,,0,0
99781,WOS:000395537600003,SmartAdP: Visual Analytics of Large-scale Taxi Trajectories for Selecting Billboard Locations,1,1,11290,2017,JAN,2017-01-01 00:00:00.000,23,1,5,10,1,48,33,,,,,,,,,,,,,,1,,0,0
99782,WOS:000396403800003,Wide Field Of View Varifocal Near-Eye Display Using See-Through Deformable Membrane Mirrors,1,1,11290,2017,APR,2017-04-01 00:00:00.000,23,4,5,10,1,43,26,,,,,,,,,,,,,,1,,0,0
99783,WOS:000419299900009,Infill Optimization for Additive Manufacturing-Approaching Bone-Like Porous Structures,1,1,11290,2018,FEB,2018-02-01 00:00:00.000,24,2,5,14,1,53,22,,,,,,,,,,,,,,1,,0,0
99784,WOS:000418038400003,Visualizing Dataflow Graphs of Deep Learning Models in TensorFlow,1,1,11290,2018,JAN,2018-01-01 00:00:00.000,24,1,5,12,1,52,18,,,,,,,,,,,,,,1,,0,0
99785,WOS:000418038400011,AcTiVis: Visual Exploration of Industry-Scale Deep Neural Network Models,1,1,11290,2018,JAN,2018-01-01 00:00:00.000,24,1,5,10,1,37,18,,,,,,,,,,,,,,1,,0,0
99786,WOS:000418038400010,Analyzing the Training Processes of Deep Generative Models,1,1,11290,2018,JAN,2018-01-01 00:00:00.000,24,1,5,11,1,51,17,,,,,,,,,,,,,,1,,0,0
99787,WOS:000182432200014,An application-specific protocol architecture for wireless microsensor networks,1,1,11291,2002,OCT,2002-10-01 00:00:00.000,1,4,5,11,1,25,4265,,,,,,,,,,,,,,1,,0,0
99788,WOS:000182431900007,Simplified channel estimation for OFDM systems with multiple transmit antennas,1,1,11291,2002,JAN,2002-01-01 00:00:00.000,1,1,5,9,1,15,396,,,,,,,,,,,,,,1,,0,0
99789,WOS:000182431900005,Optimal power control in interference-limited fading wireless channels with outage-probability specifications,1,1,11291,2002,JAN,2002-01-01 00:00:00.000,1,1,5,10,1,33,358,,,,,,,,,,,,,,1,,0,0
99790,WOS:000182432100007,Hybrid TDOA/AOA mobile user location for wideband CDMA-cellular systems,1,1,11291,2002,JUL,2002-07-01 00:00:00.000,1,3,5,9,1,19,303,,,,,,,,,,,,,,1,,0,0
99791,WOS:000186537500004,End-to-end performance of transmission systems with relays over Rayleigh-Fading channels,1,1,11291,2003,NOV,2003-11-01 00:00:00.000,2,6,5,6,1,15,901,,,,,,,,,,,,,,1,,0,0
99792,WOS:000184215300006,Effective capacity: A wireless link model for support of quality of service,1,1,11291,2003,JUL,2003-07-01 00:00:00.000,2,4,5,14,1,15,794,,,,,,,,,,,,,,1,,0,0
99793,WOS:000186537500007,Computationally efficient bandwidth allocation and power control for OFDMA,1,1,11291,2003,NOV,2003-11-01 00:00:00.000,2,6,5,9,1,12,412,,,,,,,,,,,,,,1,,0,0
99794,WOS:000184215300023,New exponential bounds and approximations for the computation of error probability in fading channels,1,1,11291,2003,JUL,2003-07-01 00:00:00.000,2,4,5,6,1,19,387,,,,,,,,,,,,,,1,,0,0
99795,WOS:000224496200010,Exact symbol error probability of a cooperative network in a Rayleigh-Fading environment,1,1,11291,2004,SEP,2004-09-01 00:00:00.000,3,5,5,6,1,10,589,,,,,,,,,,,,,,1,,0,0
99796,WOS:000224496200048,Cross-layer combining of adaptive modulation and coding with truncated ARQ over wireless links,1,1,11291,2004,SEP,2004-09-01 00:00:00.000,3,5,5,10,1,20,520,,,,,,,,,,,,,,1,,0,0
99797,WOS:000226064200018,A performance study of dual-hop transmissions with fixed gain relays,1,1,11291,2004,NOV,2004-11-01 00:00:00.000,3,6,5,6,1,14,515,,,,,,,,,,,,,,1,,0,0
99798,WOS:000188260600005,A transmit preprocessing technique for multiuser MIMO systems using a decomposition approach,1,1,11291,2004,JAN,2004-01-01 00:00:00.000,3,1,5,5,1,8,429,,,,,,,,,,,,,,1,,0,0
99799,WOS:000233477800045,Energy-constrained modulation optimization,1,1,11291,2005,SEP,2005-09-01 00:00:00.000,4,5,5,12,1,24,844,,,,,,,,,,,,,,1,,0,0
99800,WOS:000233783800017,Adaptive resource allocation in multiuser OFDM systems with proportional rate constraints,1,1,11291,2005,NOV,2005-11-01 00:00:00.000,4,6,5,12,1,15,605,,,,,,,,,,,,,,1,,0,0
99801,WOS:000228937400048,Symbol error probabilities for general cooperative links,1,1,11291,2005,MAY,2005-05-01 00:00:00.000,4,3,5,10,1,17,489,,,,,,,,,,,,,,1,,0,0
99802,WOS:000228033400032,Cross-layer optimization for OFDM wireless networks - Part I: Theoretical framework,1,1,11291,2005,MAR,2005-03-01 00:00:00.000,4,2,5,11,1,36,404,,,,,,,,,,,,,,1,,0,0
99803,WOS:000242982400026,Distributed space-time coding in wireless relay networks,1,1,11291,2006,DEC,2006-12-01 00:00:00.000,5,12,5,13,1,23,613,,,,,,,,,,,,,,1,,0,0
99804,WOS:000235501400006,Diversity through coded cooperation,1,1,11291,2006,FEB,2006-02-01 00:00:00.000,5,2,5,7,1,20,448,,,,,,,,,,,,,,1,,0,0
99805,WOS:000236978000028,Interleave-division multiple-access,1,1,11291,2006,APR,2006-04-01 00:00:00.000,5,4,5,10,4,31,428,,,,,,,,,,,,,,1,,0,0
99806,WOS:000238426400028,Capacity scaling law's in MIMO relay networks,1,1,11291,2006,JUN,2006-06-01 00:00:00.000,5,6,5,12,1,46,367,,,,,,,,,,,,,,1,,0,0
99807,WOS:000245205300031,Fundamental limits of spectrum-sharing in fading environments,1,1,11291,2007,FEB,2007-02-01 00:00:00.000,6,2,5,10,1,21,696,,,,,,,,,,,,,,1,,0,0
99808,WOS:000249309000040,Cooperative communications with outage-optimal opportunistic relaying,1,1,11291,2007,SEP,2007-09-01 00:00:00.000,6,9,5,11,1,26,659,,,,,,,,,,,,,,1,,0,0
99809,WOS:000245768800032,Optimal design of non-regenerative MIMO wireless relays,1,1,11291,2007,APR,2007-04-01 00:00:00.000,6,4,5,10,1,17,530,,,,,,,,,,,,,,1,,0,0
99810,WOS:000248671400042,Improving amplify-and-forward relay networks: Optimal power allocation versus selection,1,1,11291,2007,AUG,2007-08-01 00:00:00.000,6,8,5,10,1,18,529,,,,,,,,,,,,,,1,,0,0
99811,WOS:000257755000031,Sensing-throughput tradeoff for cognitive radio networks,1,1,11291,2008,APR,2008-04-01 00:00:00.000,7,4,5,12,1,20,1656,,,,,,,,,,,,,,1,,0,0
99812,WOS:000256886200028,Guaranteeing secrecy using artificial noise,1,1,11291,2008,JUN,2008-06-01 00:00:00.000,7,6,5,10,4,21,939,,,,,,,,,,,,,,1,,0,0
99813,WOS:000260462900025,Optimal Spectrum Sensing Framework for Cognitive Radio Networks,1,1,11291,2008,OCT,2008-10-01 00:00:00.000,7,10,5,13,1,15,431,,,,,,,,,,,,,,1,,0,0
99814,WOS:000260946300014,Soft Combination and Detection for Cooperative Spectrum Sensing in Cognitive Radio Networks,1,1,11291,2008,NOV,2008-11-01 00:00:00.000,7,11,5,6,1,14,403,,,,,,,,,,,,,,1,,0,0
99815,WOS:000268107400050,Space Shift Keying Modulation for MIMO Channels,1,1,11291,2009,JUL,2009-07-01 00:00:00.000,8,7,5,12,1,50,470,,,,,,,,,,,,,,1,,0,0
99816,WOS:000268934200049,Power Control in Two-Tier Femtocell Networks,1,1,11291,2009,AUG,2009-08-01 00:00:00.000,8,8,5,13,1,41,463,,,,,,,,,,,,,,1,,0,0
99817,WOS:000264293200050,Single and Multiple Relay Selection Schemes and their Achievable Diversity Orders,1,1,11291,2009,MAR,2009-03-01 00:00:00.000,8,3,5,10,1,59,412,,,,,,,,,,,,,,1,,0,0
99818,WOS:000263297300055,Optimal Power Allocation for Fading Channels in Cognitive Radio Networks: Ergodic Capacity and Outage Capacity,1,1,11291,2009,FEB,2009-02-01 00:00:00.000,8,2,5,11,1,20,405,,,,,,,,,,,,,,1,,0,0
99819,WOS:000284224100029,Noncooperative Cellular Wireless with Unlimited Numbers of Base Station Antennas,1,1,11291,2010,NOV,2010-11-01 00:00:00.000,9,11,5,11,1,22,2589,,,,,,,,,,,,,,1,,0,0
99820,WOS:000277775400024,Coordinated Beamforming for the Multicell Multi-Antenna Wireless System,1,1,11291,2010,MAY,2010-05-01 00:00:00.000,9,5,5,12,1,40,409,,,,,,,,,,,,,,1,,0,0
99821,WOS:000276817400014,Optimal Energy Management Policies for Energy Harvesting Sensor Nodes,1,1,11291,2010,APR,2010-04-01 00:00:00.000,9,4,5,11,1,34,378,,,,,,,,,,,,,,1,,0,0
99822,WOS:000274383100036,Practical Physical Layer Network Coding for Two-Way Relay Channels: Performance Analysis and Comparison,1,1,11291,2010,FEB,2010-02-01 00:00:00.000,9,2,5,14,1,25,309,,,,,,,,,,,,,,1,,0,0
99823,WOS:000298327700029,Pilot Contamination and Precoding in Multi-Cell TDD Systems,1,1,11291,2011,AUG,2011-08-01 00:00:00.000,10,8,5,12,1,34,663,,,,,,,,,,,,,,1,,0,0
99824,WOS:000298327700039,Resource Sharing Optimization for Device-to-Device Communication Underlaying Cellular Networks,1,1,11291,2011,AUG,2011-08-01 00:00:00.000,10,8,5,12,1,32,631,,,,,,,,,,,,,,1,,0,0
99825,WOS:000297246300032,Hybrid Full-Duplex/Half-Duplex Relaying with Transmit Power Adaptation,1,1,11291,2011,SEP,2011-09-01 00:00:00.000,10,9,5,12,1,41,364,,,,,,,,,,,,,,1,,0,0
99826,WOS:000298329500003,Capacity Enhancement Using an Interference Limited Area for Device-to-Device Uplink Underlaying Cellular Networks,1,1,11291,2011,DEC,2011-12-01 00:00:00.000,10,12,5,6,1,14,352,,,,,,,,,,,,,,1,,0,0
99827,WOS:000312836900009,Experiment-Driven Characterization of Full-Duplex Wireless Systems,1,1,11291,2012,DEC,2012-12-01 00:00:00.000,11,12,5,12,1,17,640,,,,,,,,,,,,,,1,,0,0
99828,WOS:000310340400009,Heterogeneous Cellular Networks with Flexible Cell Association: A Comprehensive Downlink SINR Analysis,1,1,11291,2012,OCT,2012-10-01 00:00:00.000,11,10,5,12,1,31,584,,,,,,,,,,,,,,1,,0,0
99829,WOS:000301509200033,Optimum Transmission Policies for Battery Limited Energy Harvesting Nodes,1,1,11291,2012,MAR,2012-03-01 00:00:00.000,11,3,5,10,1,21,410,,,,,,,,,,,,,,1,,0,0
99830,WOS:000309188400026,Energy-Efficient Resource Allocation in OFDMA Systems with Large Numbers of Base Station Antennas,1,1,11291,2012,SEP,2012-09-01 00:00:00.000,11,9,5,13,1,31,273,,,,,,,,,,,,,,1,,0,0
99831,WOS:000321199800003,MIMO Broadcasting for Simultaneous Wireless Information and Power Transfer,1,1,11291,2013,MAY,2013-05-01 00:00:00.000,12,5,5,13,1,23,1255,,,,,,,,,,,,,,1,,0,0
99832,WOS:000322661200043,Relaying Protocols for Wireless Energy Harvesting and Information Processing,1,1,11291,2013,JUL,2013-07-01 00:00:00.000,12,7,5,15,1,23,875,,,,,,,,,,,,,,1,,0,0
99833,WOS:000321201200016,User Association for Load Balancing in Heterogeneous Cellular Networks,1,1,11291,2013,JUN,2013-06-01 00:00:00.000,12,6,5,11,1,32,541,,,,,,,,,,,,,,1,,0,0
99834,WOS:000321199800047,"Offloading in Heterogeneous Networks: Modeling, Analysis, and Design Insights",1,1,11291,2013,MAY,2013-05-01 00:00:00.000,12,5,5,14,1,35,379,,,,,,,,,,,,,,1,,0,0
99835,WOS:000333538100030,Spatially Sparse Precoding in Millimeter Wave MIMO Systems,1,1,11291,2014,MAR,2014-03-01 00:00:00.000,13,3,5,15,1,75,685,,,,,,,,,,,,,,1,,0,0
99836,WOS:000330941700038,Throughput Maximization in Wireless Powered Communication Networks,1,1,11291,2014,JAN,2014-01-01 00:00:00.000,13,1,5,11,1,19,534,,,,,,,,,,,,,,1,,0,0
99837,WOS:000332487700025,"Enabling Wireless Power Transfer in Cellular Networks: Architecture, Modeling and Deployment",1,1,11291,2014,FEB,2014-02-01 00:00:00.000,13,2,5,11,1,34,363,,,,,,,,,,,,,,1,,0,0
99838,WOS:000332487700021,Power Allocation Strategies in Energy Harvesting Wireless Cooperative Networks,1,1,11291,2014,FEB,2014-02-01 00:00:00.000,13,2,5,15,1,21,333,,,,,,,,,,,,,,1,,0,0
99839,WOS:000349674800042,Coverage and Rate Analysis for Millimeter-Wave Cellular Networks,1,1,11291,2015,FEB,2015-02-01 00:00:00.000,14,2,5,15,1,38,378,,,,,,,,,,,,,,1,,0,0
99840,WOS:000365046100046,Limited Feedback Hybrid Precoding for Multi-User Millimeter Wave Systems,1,1,11291,2015,NOV,2015-11-01 00:00:00.000,14,11,5,14,1,40,262,,,,,,,,,,,,,,1,,0,0
99841,WOS:000356178100011,Optimal Design of Energy-Efficient Multi-User MIMO Systems: Is Massive MIMO the Answer?,1,1,11291,2015,JUN,2015-06-01 00:00:00.000,14,6,5,17,1,41,202,,,,,,,,,,,,,,1,,0,0
99842,WOS:000356178100044,Resource Allocation for Cognitive Small Cell Networks: A Cooperative Bargaining Game Theoretic Approach,1,1,11291,2015,JUN,2015-06-01 00:00:00.000,14,6,5,13,1,40,199,,,,,,,,,,,,,,1,,0,0
99843,WOS:000369010600041,The Application of MIMO to Non-Orthogonal Multiple Access,1,1,11291,2016,JAN,2016-01-01 00:00:00.000,15,1,5,16,1,23,246,,,,,,,,,,,,,,1,,0,0
99844,WOS:000378506600013,Unmanned Aerial Vehicle With Underlaid Device-to-Device Communications: Performance and Tradeoffs,1,1,11291,2016,JUN,2016-06-01 00:00:00.000,15,6,5,15,1,30,202,,,,,,,,,,,,,,1,,0,0
99845,WOS:000370949600036,Massive MIMO for Maximal Spectral Efficiency: How Many Users and Pilots Should Be Allocated?,1,1,11291,2016,FEB,2016-02-01 00:00:00.000,15,2,5,16,1,38,149,,,,,,,,,,,,,,1,,0,0
99846,WOS:000378506600048,A General MIMO Framework for NOMA Downlink and Uplink Transmission Based on Signal Alignment,1,1,11291,2016,JUN,2016-06-01 00:00:00.000,15,6,5,17,1,32,146,,,,,,,,,,,,,,1,,0,0
99847,WOS:000403495400022,Energy-Efficient UAV Communication With Trajectory Optimization,1,1,11291,2017,JUN,2017-06-01 00:00:00.000,16,6,5,14,1,35,130,,,,,,,,,,,,,,1,,0,0
99848,WOS:000396404600004,Energy-Efficient Resource Allocation for Mobile-Edge Computation Offloading,1,1,11291,2017,MAR,2017-03-01 00:00:00.000,16,3,5,15,1,31,119,,,,,,,,,,,,,,1,,0,0
99849,WOS:000396404600023,Enhancing the Physical Layer Security of Non-Orthogonal Multiple Access in Large-Scale Networks,1,1,11291,2017,MAR,2017-03-01 00:00:00.000,16,3,5,17,1,48,91,,,,,,,,,,,,,,1,,0,0
99850,WOS:000401083800049,Cooperative Caching and Transmission Design in Cluster-Centric Small Cell Networks,1,1,11291,2017,MAY,2017-05-01 00:00:00.000,16,5,5,15,1,35,69,,,,,,,,,,,,,,1,,0,0
99851,WOS:000427226500050,Joint Trajectory and Communication Design for Multi-UAV Enabled Wireless Networks,1,1,11291,2018,MAR,2018-03-01 00:00:00.000,17,3,5,13,1,29,59,,,,,,,,,,,,,,1,,0,0
99852,WOS:000427226500027,Joint Offloading and Computing Optimization in Wireless Powered Mobile-Edge Computing Systems,1,1,11291,2018,MAR,2018-03-01 00:00:00.000,17,3,5,14,1,39,36,,,,,,,,,,,,,,1,,0,0
99853,WOS:000422945400042,Massive MIMO Has Unlimited Capacity,1,1,11291,2018,JAN,2018-01-01 00:00:00.000,17,1,5,17,1,36,28,,,,,,,,,,,,,,1,,0,0
99854,WOS:000422945400018,Frequency Synchronization for Uplink Massive MIMO Systems,1,1,11291,2018,JAN,2018-01-01 00:00:00.000,17,1,5,15,1,35,26,,,,,,,,,,,,,,1,,0,0
99855,WOS:000177638700003,Design challenges for energy-constrained ad hoc wireless networks,7,1,11292,2002,AUG,2002-08-01 00:00:00.000,9,4,5,20,1,120,456,,,,,,,,,,,,,,1,,0,0
99856,WOS:000177638700006,Energy concerns in wireless networks,1,1,11292,2002,AUG,2002-08-01 00:00:00.000,9,4,5,12,1,36,182,,,,,,,,,,,,,,1,,0,0
99857,WOS:000178669900010,Mobility management for VoIP service: Mobile IP vs. SIP,1,1,11292,2002,OCT,2002-10-01 00:00:00.000,9,5,5,10,1,17,76,,,,,,,,,,,,,,1,,0,0
99858,WOS:000175385700006,Dynamic bandwidth allocation with fair scheduling for WCDMA systems,1,1,11292,2002,APR,2002-04-01 00:00:00.000,9,2,5,7,1,10,33,,,,,,,,,,,,,,1,,0,0
99859,WOS:000181130100008,Always best connected,1,1,11292,2003,FEB,2003-02-01 00:00:00.000,10,1,5,7,1,8,378,,,,,,,,,,,,,,1,,0,0
99860,WOS:000183725700006,A scheduling algorithm for QoS support in IEEE802.11E networks,1,1,11292,2003,JUN,2003-06-01 00:00:00.000,10,3,5,8,1,26,164,,,,,,,,,,,,,,1,,0,0
99861,WOS:000187230900005,Bluetooth and WLAN coexistence: Challenges and solutions,1,1,11292,2003,DEC,2003-12-01 00:00:00.000,10,6,5,8,1,10,75,,,,,,,,,,,,,,1,,0,0
99862,WOS:000183725700005,Distributed mechanisms for quality of service in wireless LANs,1,1,11292,2003,JUN,2003-06-01 00:00:00.000,10,3,5,9,1,18,70,,,,,,,,,,,,,,1,,0,0
99863,WOS:000225807500003,Routing techniques in wireless sensor networks: A survey,1,1,11292,2004,DEC,2004-12-01 00:00:00.000,11,6,5,23,1,47,1615,,,,,,,,,,,,,,1,,0,0
99864,WOS:000225807500007,The design space of wireless sensor networks,1,1,11292,2004,DEC,2004-12-01 00:00:00.000,11,6,5,8,1,16,583,,,,,,,,,,,,,,1,,0,0
99865,WOS:000223299700003,A survey of mobility management in next-generation all-IP-based wireless systems,1,1,11292,2004,AUG,2004-08-01 00:00:00.000,11,4,5,13,1,27,276,,,,,,,,,,,,,,1,,0,0
99866,WOS:000222162900003,Vertical handoffs in fourth-generation multinetwork environments,1,1,11292,2004,JUN,2004-06-01 00:00:00.000,11,3,5,8,1,12,266,,,,,,,,,,,,,,1,,0,0
99867,WOS:000228370300008,An overview of peak-to-average power ratio reduction techniques for multicarrier transmission,1,1,11292,2005,APR,2005-04-01 00:00:00.000,12,2,5,10,1,56,958,,,,,,,,,,,,,,1,,0,0
99868,WOS:000228370300004,Interference cancellation for cellular systems: A contemporary overview,1,1,11292,2005,APR,2005-04-01 00:00:00.000,12,2,5,11,1,82,364,,,,,,,,,,,,,,1,,0,0
99869,WOS:000227222400001,A cautionary perspective on cross-layer design,1,1,11292,2005,FEB,2005-02-01 00:00:00.000,12,1,5,9,1,15,251,,,,,,,,,,,,,,1,,0,0
99870,WOS:000231367200008,"Cross-layer wireless multimedia transmission: Challenges, principles, and new paradigms",1,1,11292,2005,AUG,2005-08-01 00:00:00.000,12,4,5,9,1,26,240,,,,,,,,,,,,,,1,,0,0
99871,WOS:000240009400008,Network coordination for spectrally efficient communications in cellular systems,1,1,11292,2006,AUG,2006-08-01 00:00:00.000,13,4,5,6,1,16,565,,,,,,,,,,,,,,1,,0,0
99872,WOS:000241747800009,Design of 5.9 GHz DSRC-based vehicular safety communication,1,1,11292,2006,OCT,2006-10-01 00:00:00.000,13,5,5,8,1,11,242,,,,,,,,,,,,,,1,,0,0
99873,WOS:000241747800005,Securing vehicular communications,1,1,11292,2006,OCT,2006-10-01 00:00:00.000,13,5,5,8,1,9,216,,,,,,,,,,,,,,1,,0,0
99874,WOS:000240009400005,"MIMO-OFDM wireless systems: Basics, perspectives, and challenges",1,1,11292,2006,AUG,2006-08-01 00:00:00.000,13,4,5,7,1,22,168,,,,,,,,,,,,,,1,,0,0
99875,WOS:000251841600013,Broadcast storm mitigation techniques in vehicular ad hoc networks,1,1,11292,2007,DEC,2007-12-01 00:00:00.000,14,6,5,11,1,18,360,,,,,,,,,,,,,,1,,0,0
99876,WOS:000246122900011,In-network aggregation techniques for wireless sensor networks: A survey,1,1,11292,2007,APR,2007-04-01 00:00:00.000,14,2,5,18,1,79,326,,,,,,,,,,,,,,1,,0,0
99877,WOS:000251841600003,Localization systems for wireless sensor networks,1,1,11292,2007,DEC,2007-12-01 00:00:00.000,14,6,5,7,1,22,270,,,,,,,,,,,,,,1,,0,0
99878,WOS:000251841600007,Wireless multimedia sensor networks: A survey,1,1,11292,2007,DEC,2007-12-01 00:00:00.000,14,6,5,8,1,13,257,,,,,,,,,,,,,,1,,0,0
99879,WOS:000258033500006,Mobility management for all-IP mobile networks: Mobile IPv6 vs. Proxy Mobile IPv6,1,1,11292,2008,APR,2008-04-01 00:00:00.000,15,2,5,10,1,17,157,,,,,,,,,,,,,,1,,0,0
99880,WOS:000253325100007,IEEE 802.11n MAC frame aggregation mechanisms for next-generation high-throughput WLANs,1,1,11292,2008,FEB,2008-02-01 00:00:00.000,15,1,5,8,1,15,150,,,,,,,,,,,,,,1,,0,0
99881,WOS:000260297900010,IEEE 802.16J RELAY-BASED WIRELESS ACCESS NETWORKS: AN OVERVIEW,1,1,11292,2008,OCT,2008-10-01 00:00:00.000,15,5,5,8,1,8,120,,,,,,,,,,,,,,1,,0,0
99882,WOS:000258868300004,Anomaly detection in wireless sensor networks,1,1,11292,2008,AUG,2008-08-01 00:00:00.000,15,4,5,7,1,15,114,,,,,,,,,,,,,,1,,0,0
99883,WOS:000272933600005,A SURVEY ON VEHICLE-TO-VEHICLE PROPAGATION CHANNELS,1,1,11292,2009,DEC,2009-12-01 00:00:00.000,16,6,5,11,1,50,184,,,,,,,,,,,,,,1,,0,0
99884,WOS:000265487000002,OFDM FOR COGNITIVE RADIO: MERITS AND CHALLENGES,1,1,11292,2009,APR,2009-04-01 00:00:00.000,16,2,5,9,1,35,171,,,,,,,,,,,,,,1,,0,0
99885,WOS:000265487000007,CHALLENGING ISSUES IN VISUAL SENSOR NETWORKS,1,1,11292,2009,APR,2009-04-01 00:00:00.000,16,2,5,6,1,27,95,,,,,,,,,,,,,,1,,0,0
99886,WOS:000263641100005,USING MOBILE ROBOTS TO HARVEST DATA FROM SENSOR FIELDS,1,1,11292,2009,FEB,2009-02-01 00:00:00.000,16,1,5,7,1,11,94,,,,,,,,,,,,,,1,,0,0
99887,WOS:000281866300003,LTE-ADVANCED: NEXT-GENERATION WIRELESS BROADBAND TECHNOLOGY,1,1,11292,2010,JUN,2010-06-01 00:00:00.000,17,3,5,13,1,12,485,,,,,,,,,,,,,,1,,0,0
99888,WOS:000281866300005,COORDINATED MULTIPOINT TRANSMISSION/RECEPTION TECHNIQUES FOR LTE-ADVANCED,1,1,11292,2010,JUN,2010-06-01 00:00:00.000,17,3,5,9,1,13,333,,,,,,,,,,,,,,1,,0,0
99889,WOS:000274816900014,"APPLICATIONS, CHALLENGES, AND PROSPECTIVE IN EMERGING BODY AREA NETWORKING TECHNOLOGIES",1,1,11292,2010,FEB,2010-02-01 00:00:00.000,17,1,5,9,1,12,290,,,,,,,,,,,,,,1,,0,0
