AcademicKeywordPlusID,Name
139337,UNDIRECTED GRAPHS
139338,SET PROBLEM
139339,MULTIVARIATE POLYNOMIALS
139340,KIND
139341,APPROXIMATION ALGORITHM
139342,SIZE DECISION
139343,LARGE MULTIPROCESSOR SYSTEMS
139344,LYAPUNOV MATRIX EQUATION
139345,SUPER-EDGE-CONNECTIVITY
139346,3 FAMILIES
139347,K-MEANS
139348,CURSE
139349,TEXT RETRIEVAL-SYSTEMS
139350,TEXT COMPRESSION
139351,VECTOR-SPACE MODEL
139352,ADDING COMPRESSION
139353,CORPORA
139354,UNIVERSAL CODEWORD SETS
139355,MULTIMEDIA INFORMATION-RETRIEVAL
139356,TEXTURAL FEATURES
139357,IMPLICIT FEEDBACK
139358,GRADED RELEVANCE
139359,SUBJECT-HEADINGS MESH
139360,BIOLOGY DATABASE
139361,COMPLEX SEMANTIC RELATIONSHIPS
139362,K-MEANS ALGORITHM
139363,NAVIGATION PATTERNS
139364,ROBOT ARM
139365,PATTERN-CLASSIFICATION PROBLEMS
139366,FUZZY CLASSIFIER
139367,REASONING METHODS
139368,INTERPRETABILITY
139369,AGGREGATIVE RISK
139370,PROBABILITY-MEASURES
139371,SYSTEM-IDENTIFICATION
139372,REASONABLE PROPERTIES
139373,DEFUZZIFICATION
139374,BEHAVIORAL-PATTERN IDENTIFICATION
139375,MISSING ATTRIBUTE VALUES
139376,FUZZY-ROUGH
139377,CLASSIFICATION-SYSTEM
139378,ALGEBRAIC STRUCTURES
139379,INDISCERNIBILITY RELATIONS
139380,MEREOLOGY
139381,RULE INDUCTION
139382,SURVIVAL ANALYSIS
139383,CONFLICT-ANALYSIS
139384,DECISION REDUCTS
139385,DOMAIN KNOWLEDGE
139386,SOCIAL CHOICE
139387,GENERALIZED THEORY
139388,NATURAL LANGUAGES
139389,UNCERTAINTY GTU
139390,IMPRECISE
139391,OUTLINE
139392,BAYESIAN CONFIRMATION MEASURES
139393,CENTRAL FORCE OPTIMIZATION
139394,ANT ALGORITHMS
139395,GOAL PROGRAMMING METHOD
139396,LEARNING CLASSIFIER SYSTEM
139397,BONFERRONI TEST
139398,SIGN TEST
139399,RANKINGS
139400,KNOWLEDGE GRANULATION
139401,DECISION PERFORMANCE
139402,INCLUSION DEGREE
139403,NO-WAIT FLOWSHOPS
139404,MULTIPLE PRODUCTS
139405,APPROXIMATION OPERATORS
139406,TAGUCHIS METHOD
139407,SENSORY EVALUATION
139408,ASSESSMENT INFORMATION
139409,QUALITATIVE INFORMATION
139410,RECOMMENDER SYSTEM
139411,PROJECT SELECTION
139412,MULTISETS
139413,GUIDED LOCAL SEARCH
139414,CULTURAL ALGORITHMS
139415,IMPROVING CLASSIFICATION
139416,SAMPLING APPROACH
139417,COVARIATE SHIFT
139418,MINORITY CLASS
139419,SOFTWARE TOOL
139420,ITERATIVE LEARNING CONTROL
139421,BANKRUPTCY
139422,RATIOS
139423,VERIFIER SIGNATURE SCHEME
139424,VIRTUALIZATION SECURITY
139425,HYPERVISOR
139426,SCALE GLOBAL OPTIMIZATION
139427,PROBABILISTIC SENSOR
139428,DROPOUTS
139429,KOLMOGOROV-ENTROPY
139430,INTERACTIVE PROCEDURE
139431,NONCONVEX ECONOMIC-DISPATCH
139432,GENERALIZED EXTENSION
139433,OLIVE OIL
139434,EVENT-TRIGGERED CONTROL
139435,LINEAR MULTIAGENT SYSTEMS
139436,DOUBLE-INTEGRATOR DYNAMICS
139437,OUTPUT TRACKING CONTROL
139438,MISSING MEASUREMENTS
139439,RANDOM WEIGHTS
139440,ENCRYPTION SCHEMES SECURE
139441,PRESERVING BACKPROPAGATION
139442,FUZZY AGGREGATION OPERATORS
139443,LOW-DEMAND
139444,MULTIECHELON
139445,PROBABILITY ELICITATION
139446,BEHAVIORAL INTENTIONS
139447,CONSUMER PERCEPTIONS
139448,ADVANTAGE
139449,PROFITABILITY
139450,MEASURING SERVICE QUALITY
139451,COMPARISON STANDARD
139452,EXPECTATIONS
139453,REASSESSMENT
139454,DIFFERENT INFORMATION-SOURCES
139455,FINANCIAL INCENTIVES
139456,TIME PRESSURE
139457,SELF-CATEGORIZATION
139458,TAM
139459,INFORMATION-SYSTEMS FUNCTIONS
139460,FIRMS
139461,NETWORKED ORGANIZATIONS
139462,GOVERNANCE RULES
139463,VBES
139464,TASK ENVIRONMENTS
139465,INTEROPERABILITY
139466,SENSEMAKING
139467,SITUATION AWARENESS
139468,OUTSOURCING DECISIONS
139469,SOPHISTICATION
139470,CAPABILITY
139471,TRANSACTION VALUE
139472,FIT INDEXES
139473,ECOLOGICAL MODERNIZATION PERSPECTIVE
139474,ENVIRONMENTAL TECHNOLOGIES
139475,CHAIN MANAGEMENT-PRACTICES
139476,COMPLEMENTARITIES
139477,OPEN-SOURCE PROJECTS
139478,COLLECTIVE INTELLIGENCE
139479,SOFTWARE DEVELOPERS
139480,IDENTITY CRISIS
139481,CITIZEN SCIENCE
139482,EXECUTION TIME ANALYSIS
139483,RESEARCH DIRECTIONS
139484,WORKSHOP
139485,MULTIDISCIPLINARY DESIGN OPTIMIZATION
139486,IN-SERVICE WORKFLOWS
139487,COMPLEX PRODUCTS
139488,LONDON AMBULANCE SERVICE
139489,SOFTWARE PROJECT RISKS
139490,IMPLEMENTATION FAILURE
139491,MANAGEMENT RESEARCH
139492,CRITICAL REALISM
139493,INDIAN RAILWAYS
139494,USER RESISTANCE
139495,SHELF-LIFE
139496,MODIFIED ATMOSPHERES
139497,TRACEABILITY SYSTEM
139498,RFID APPLICATION
139499,KEEPING QUALITY
139500,FRESH FISH
139501,HUMAN-RESOURCE MANAGEMENT
139502,SOCIAL VIRTUAL WORLD
139503,TACIT KNOWLEDGE
139504,CONTINUANCE INTENTION
139505,EXPERT CLOUD
139506,BIVARIATE SHRINKAGE
139507,PAYMENT SYSTEM
139508,OPEN GOVERNMENT
139509,AGENDA
139510,LINKED DATA BOLD
139511,AUTHOR COCITATION
139512,ENVIRONMENT EVIDENCE
139513,DISCLOSURE BEHAVIOR
139514,NETWORKING SERVICES
139515,EVENT
139516,PUBLIC SPHERE
139517,I EXECUTE
139518,GRAMMAR-BASED COMPRESSION
139519,OPERATIONAL DECISION-SUPPORT
139520,MEDIA SYNCHRONIZATION
139521,STORED MEDIA
139522,TELECONFERENCE SYSTEM
139523,FEEDBACK TECHNIQUES
139524,LIVE MEDIA
139525,OPTIONAL PROPERTIES
139526,CONCEPTUAL MODELS
139527,TOOL SUPPORT
139528,MEASUREMENT SYSTEMS
139529,SERVICE RETRIEVAL
139530,BPMN
139531,STRUCTURED ANALYSIS
139532,DISCOVERING PROCESS MODELS
139533,MANAGING RISKS
139534,DIMENSIONAL SIMILARITY JOINS
139535,CASE-BASED SUPPORT
139536,AVERAGING METHOD
139537,ALLEVIATE
139538,PROM
139539,WORKFLOW PATTERNS
139540,LINKAGE
139541,CONSISTENT
139542,GOOGLE
139543,ASSOCIATIVE CLASSIFICATION
139544,NEAREST
139545,E-GOVERNMENT SERVICES
139546,CUSTOMER PERCEIVED VALUE
139547,EDI
139548,INFORMATION REQUIREMENTS SPECIFICATION
139549,CORPORATE
139550,COPING STRATEGIES
139551,PRODUCTIVITY PARADOX
139552,BUSINESS VALUE
139553,RISK MANAGEMENT
139554,REVOLUTION
139555,ACT
139556,HOSPITALS
139557,CUSTOMER RELATIONSHIP MANAGEMENT
139558,DELPHI
139559,INITIAL TRUST FORMATION
139560,RESOURCE-BASED PERSPECTIVE
139561,END-USER
139562,VALUE CREATION
139563,BIBLIOMETRIC ANALYSIS
139564,RESOURCE PLANNING ERP
139565,IMPLEMENTING ERP
139566,E-LOYALTY
139567,CUSTOMER LOYALTY
139568,WEBSITE QUALITY
139569,E-SATISFACTION
139570,RADIO-FREQUENCY IDENTIFICATION
139571,SUCCESS FACTORS
139572,INFORMATION OVERLOAD
139573,NATIONAL CULTURE
139574,THEORETICAL-MODELS
139575,SERVICE MANAGEMENT
139576,INFORMATION TECHNOLOGY USAGE
139577,INNOVATION ADOPTION
139578,COMPUTER-TECHNOLOGY
139579,LEARNING CONTINUANCE INTENTION
139580,CONSUMER ACCEPTANCE
139581,PUBLIC MANAGEMENT
139582,BRITISH
139583,DYNAMIC-CAPABILITIES
139584,HEALTH BELIEF MODEL
139585,HOME USERS
139586,SELF-SERVICE TECHNOLOGY
139587,MOBILE BANKING ADOPTION
139588,INTERNET BANKING
139589,ONLINE-BANKING
139590,ORGANIZATIONAL COMMITMENT
139591,VISEGRAD GROUP
139592,SOCIAL NETWORKING SITES
139593,INTEGRATIVE MODEL
139594,PARENTING STYLE
139595,UPPER ECHELONS
139596,METHOD BIAS
139597,SITE USABILITY
139598,PERCEIVED TRUSTWORTHINESS
139599,PURCHASE INTENTIONS
139600,BEHAVIORAL-RESEARCH
139601,CUSTOMER REVIEWS
139602,BPM GOVERNANCE
139603,PRIVATIZATION
139604,CONSUMER SHOPPING BEHAVIOR
139605,PRICE CONSCIOUSNESS
139606,CUSTOMER RETENTION
139607,BRAND
139608,LOYALTY
139609,BINARIZATION
139610,INDOOR CLIMATE
139611,BUSINESS RULES
139612,MAXIMUM DIVERSITY PROBLEM
139613,ITERATED TABU SEARCH
139614,OPTIMIZATION PROBLEM
139615,KEY ESTABLISHMENT
139616,AGREEMENT SCHEME
139617,CONTROL-SYSTEM
139618,SLIDING MODE CONTROL
139619,SECURE AUTHENTICATION
139620,ELLIPTIC-CURVES
139621,NEURO-FUZZY SYSTEMS
139622,COMPARATIVE PERFORMANCE ANALYSIS
139623,(PID-MU)-D-LAMBDA CONTROLLER
139624,CRITICALITY
139625,FUZZY EXTRACTORS
139626,AUTOMATIC REPEAT REQUEST
139627,DATA HIDING ALGORITHM
139628,CHESS RATING SYSTEM
139629,NETWORKED CONTROL-SYSTEMS
139630,BIFURCATION TOPOLOGICAL-STRUCTURE
139631,GLOBAL COMPLICATED CHARACTER
139632,SLIDING MODE
139633,SPACE-TIME
139634,DRAWINGS
139635,CO-AUTHORSHIP
139636,CITATIONS
139637,CHANGE BLINDNESS
139638,DATA EXPLORATION
139639,GEOVISUALIZATION
139640,CYTOSCAPE
139641,CARROT(2)
139642,WORDLE
139643,CONTEST
139644,MOVING POINT OBJECTS
139645,LARGE GRAPHS
139646,XGOBI
139647,NODE-LINK
139648,INTERACTIVE ENTITY RESOLUTION
139649,RESOURCE SPACE MODEL
139650,DATA PROVENANCE
139651,INTERACTIVE VISUALIZATION
139652,GEOGRAPHIC VISUALIZATION
139653,MULTIDIMENSIONAL DATA
139654,SEQUENCE-ALIGNMENT
139655,BLINK
139656,SWITCH MATRIX
139657,SCHEDULING INDEPENDENT TASKS
139658,TOTAL LATE WORK
139659,AVERAGE COMPLETION-TIME
139660,RELEASE DATES
139661,MISCLASSIFICATION MINIMIZATION
139662,LINEAR-PROGRAMS
139663,INFEASIBILITY
139664,EVENT DYNAMIC-SYSTEMS
139665,LOCAL SEARCH HEURISTICS
139666,TREE PROBLEM
139667,0-1 OPTIMIZATION
139668,ROOF DUALITY
139669,SET COVERING POLYTOPE
139670,VICKREY AUCTIONS
139671,PROCUREMENT
139672,SORTING PERMUTATIONS
139673,SAMPLING CRITERIA
139674,METAMODELS
139675,FORTRAN SUBROUTINES
139676,LINEAR-PROGRAMMING APPROACH
139677,CUTTING-STOCK PROBLEM
139678,DEPENDENT SETUP COSTS
139679,DELAY PENALTIES
139680,NETWORK FLOWS
139681,FLEET MANAGEMENT
139682,CAR DISTRIBUTION
139683,UOBYQA
139684,HEURISTIC APPROACH
139685,VARIANCES
139686,2-MACHINE PERMUTATION FLOWSHOP
139687,M-MACHINE
139688,MAXIMUM TARDINESS
139689,SECONDARY CRITERION
139690,META-HEURISTICS
139691,BOUND APPROACH
139692,CONTAINER
139693,SIMULATION ALLOCATION
139694,ACTOR-CRITIC ALGORITHMS
139695,AVERAGE REWARD
139696,TRANSITION-PROBABILITIES
139697,FINITE-HORIZON
139698,CROSS DECOMPOSITION
139699,SERVICE UNITS
139700,CORE PROBLEMS
139701,CHAIN NETWORK DESIGN
139702,NORMAL-MODELS
139703,BLOCK TIME
139704,UNCAPACITATED FACILITY LOCATION
139705,CANONICAL REPRESENTATION
139706,STABILIZED COLUMN GENERATION
139707,SPOKE NETWORK DESIGN
139708,ALLOCATION HUB
139709,VOLUME ALGORITHM
139710,BUNDLE
139711,NEWSVENDOR MODEL
139712,TAIL ASSIGNMENT
139713,CLIQUE PROBLEM
139714,NO-SHOWS
139715,ARRIVALS
139716,2-CONNECTED NETWORKS
139717,BOUNDED RINGS
139718,FLOW MODELS
139719,INTERIOR-POINT METHODS
139720,DISPATCH
139721,PARAMETER UNCERTAINTY
139722,VALUATION
139723,LP-BASED HEURISTICS
139724,STRONG FORMULATIONS
139725,REFORMULATION
139726,NATURAL-GAS
139727,TRANSMISSION NETWORKS
139728,PIPE NETWORKS
139729,PIPELINES
139730,CONSTRAINED UNIT COMMITMENT
139731,ROBUST OPTIMIZATION
139732,AFFINE POLICIES
139733,ADAPTIVE OPTIMIZATION
139734,FINITE ADAPTABILITY
139735,RECOURSE
139736,MAXIMUM CLIQUE PROBLEM
139737,STORE
139738,DECOMPOSITION ALGORITHMS
139739,FENCHEL DECOMPOSITION
139740,GOMORY CUTS
139741,SPLIT CUTS
139742,OPERATING-ROOMS
139743,RESOURCE CONSTRAINTS
139744,BILEVEL PROGRAMMING PROBLEM
139745,PATH NETWORK INTERDICTION
139746,CRITICAL INFRASTRUCTURE
139747,STOCHASTIC NETWORKS
139748,REDUCTION TESTS
139749,BUNDLE METHODS
139750,CUTTING-PLANE
139751,ROBUST SOLUTIONS
139752,INTEGER PROGRAMMING SOLVER
139753,COMPUTATIONAL EXPERIENCE
139754,VLSI ARCHITECTURE
139755,IMAGE VELOCITY
139756,DIGITAL CHEST IMAGES
139757,CONTOUR MODEL
139758,ROC
139759,HOLONIC MANUFACTURING SYSTEMS
139760,UNCONSTRAINED HANDWRITTEN NUMERALS
139761,SPACE RECONSTRUCTION
139762,SPATIAL SEMANTIC HIERARCHY
139763,MULTIWAVELETS
139764,FREEWAY INCIDENT DETECTION
139765,GRADIENT LEARNING ALGORITHM
139766,SHARED-MEMORY MACHINES
139767,UPLIFT LOAD-CAPACITY
139768,WORK ZONE CAPACITY
139769,COST OPTIMIZATION
139770,NONLINEAR IDENTIFICATION
139771,WHEELED MOBILE ROBOTS
139772,FAILURE MODES
139773,LEARNING CLASSIFIERS
139774,ADAPTIVE HISTOGRAM EQUALIZATION
139775,DIGITIZED MAMMOGRAMS
139776,CONTRAST-ENHANCEMENT
139777,IMAGE-ENHANCEMENT
139778,MASS DETECTION
139779,WAVELET NEURAL-NETWORK
139780,HEATING-SYSTEMS
139781,MULTIMODAL BIOMETRICS
139782,STRUCTURAL-ANALYSIS
139783,ROTATING MACHINERY
139784,PROXIMITY RELATIONS
139785,EEG-BASED DIAGNOSIS
139786,ANT-COLONY-OPTIMIZATION
139787,FACE IMAGES
139788,MODELING COMMANDS
139789,MULTIVIEW RANGE
139790,UNIFORM DESIGN
139791,FUZZY NEURAL-NETWORK
139792,MULTIAGENT SYSTEM
139793,SCENARIOS
139794,DATA MODEL
139795,IMPROVE
139796,HAUSDORFF DISTANCE COMPUTATION
139797,STEEL CONNECTIONS
139798,FREEFORM FEATURE
139799,MICROCAD SYSTEM
139800,FRAME ROOF STRUCTURES
139801,2-PHASE GENETIC ALGORITHM
139802,DIFFERENTIAL EVOLUTION ALGORITHM
139803,WAVELET-CHAOS METHODOLOGY
139804,SIMULATED PROCESS-CONTROL
139805,EMILIA-ROMAGNA
139806,VIDEO IMAGERY
139807,SANDY SHORES
139808,SETE BEACH
139809,DENSITY-FUNCTIONS
139810,FREEFORM GEOMETRIC-MODELS
139811,FIBROID ULTRASOUND IMAGES
139812,HUMAN FACE RECOGNITION
139813,POLISHING PROCESS
139814,MULTIPLE DATA SETS
139815,COMPOUND-EYE
139816,MULTIPLE-VALUED LOGIC
139817,CURRENT-MODE LOGIC
139818,NUMBER REPRESENTATIONS
139819,LAW MOSFET MODEL
139820,CROSSTALK
139821,VLSIS
139822,MULTICOMMODITY FLOW
139823,VLSI INTERCONNECT
139824,RECONFIGURABLE ARRAYS
139825,NORMAL BASIS MULTIPLIERS
139826,FINITE-FIELDS GF(2(M))
139827,MONTGOMERY MODULAR EXPONENTIATION
139828,GENERAL IRREDUCIBLE POLYNOMIALS
139829,ELLIPTIC CURVE CRYPTOSYSTEMS
139830,EQUALLY SPACED POLYNOMIALS
139831,SYSTOLIC ARRAYS
139832,RECONFIGURABLE HARDWARE
139833,MULTIPLICATIVE INVERSES
139834,MASTROVITO MULTIPLIER
139835,CURRENT-MODE CIRCUITS
139836,SYSTEM-LEVEL EXPLORATION
139837,EMBEDDED-SYSTEMS
139838,PTOLEMY
139839,MULTILEVEL LOGIC IMPLEMENTATIONS
139840,IC DESIGN
139841,SILICON ELECTROOPTIC MODULATOR
139842,DEEP-SUBMICROMETER MOSFETS
139843,THRESHOLD VOLTAGE MODEL
139844,REPEATER INSERTION
139845,INDUCTANCE
139846,CLOCK DISTRIBUTION NETWORKS
139847,ON-CHIP INDUCTANCE
139848,SIMULTANEOUS BUFFER
139849,SIZING OPTIMIZATION
139850,DISTRIBUTED-RC
139851,ELMORE DELAY
139852,ADAPTIVE BODY BIAS
139853,SIGMA-DELTA MODULATORS
139854,OPTIMIZATION TECHNIQUES
139855,SYNTHESIS ENVIRONMENT
139856,ANALOG TURBO DECODER
139857,LOCALLY-SYNCHRONOUS SYSTEMS
139858,RANDOM-VARIABLES
139859,FIELD-PROGRAMMABLE GATE
139860,RUN-TIME RECONFIGURATION
139861,INSTRUCTION-SET
139862,EXTENSIBLE PROCESSORS
139863,FPGA ARCHITECTURES
139864,RIJNDAEL
139865,CONTENTION-FREE INTERLEAVERS
139866,PERMUTATION POLYNOMIALS
139867,VLSI ARCHITECTURES
139868,INTEGER RINGS
139869,MAP DECODER
139870,KOBLITZ CURVES
139871,POINT MULTIPLICATION
139872,PARALLELIZATION
139873,GF(2(N))
139874,TIMING-DRIVEN PLACEMENT
139875,DYNAMIC CIRCUIT TECHNIQUE
139876,PLL
139877,AER
139878,POWER GRID ANALYSIS
139879,SUPPLY NETWORK
139880,ENDMEMBER EXTRACTION
139881,KEEPER
139882,SOI
139883,ALL-ONE
139884,HARDWARE IMPLEMENTATIONS
139885,SUBTHRESHOLD CIRCUITS
139886,PASS-TRANSISTOR LOGIC
139887,XOR
139888,SINGLE EVENT UPSET
139889,ION
139890,NM
139891,DYNAMIC CIRCUIT
139892,CONDITIONAL KEEPER
139893,DROPLET ROUTING ALGORITHM
139894,DESIGN METHODOLOGY
139895,SAMPLE PREPARATION
139896,EWOD CHIPS
139897,REACTANT
139898,COMMUNICATION ARCHITECTURE SYNTHESIS
139899,CASCADED CROSSBAR SWITCHES
139900,TOPOLOGY SYNTHESIS
139901,BUS-MATRIX
139902,OPTICAL-TECHNOLOGY
139903,SPACE EXPLORATION
139904,NOC SYNTHESIS
139905,TRADE-OFFS
139906,COMMUTATING CMOS MIXERS
139907,LNA
139908,TRANSISTOR
139909,LOW-NOISE AMPLIFIER
139910,CMOS LNA
139911,FIGURE
139912,COUNTERMEASURE
139913,WIDE-BAND SIGNALS
139914,LINEARIZER
139915,THROUGH-SILICON
139916,FLIP-CHIP
139917,COPPER
139918,ELECTRODEPOSITION
139919,INTERCONNECTION
139920,NICKEL
139921,DEGRADATION
139922,DISTRIBUTED LNA
139923,COLOR IMAGE QUANTIZATION
139924,FINITE MIXTURE-MODELS
139925,TABU SEARCH APPROACH
139926,MULTIVARIATE GAUSSIAN MIXTURE
139927,FINITE MIXTURE
139928,CONSISTENT ESTIMATION
139929,NORMAL DISTRIBUTIONS
139930,MISSING INFORMATION
139931,MACHINE INTELLIGENCE
139932,PROPOFOL ANESTHESIA
139933,PREDICT MOVEMENT
139934,DESFLURANE
139935,SEVOFLURANE
139936,ISOFLURANE
139937,VALIDATION TECHNIQUES
139938,REGRESSION PREDICTIONS
139939,DRIFT
139940,CLASSIFICATION TREES
139941,MULTIPLE IMPUTATION
139942,INCOMPLETE DATA
139943,TRANSFERABLE BELIEF MODEL
139944,S EVIDENCE THEORY
139945,FBPN-ENSEMBLE APPROACH
139946,LINEAR-REGRESSION
139947,TIME PREDICTION
139948,CYCLE TIME
139949,WAFER FAB
139950,VALIDITY INDEXES
139951,PROJECTION PURSUIT
139952,K-NEAREST NEIGHBOR
139953,PREDICT CLASSIFICATION PERFORMANCE
139954,VARYING CLASS DISTRIBUTIONS
139955,MULTICLASS ROC
139956,AUC
139957,ANNOTATED DISJUNCTIONS
139958,CP-LOGIC
139959,ALLPAD
139960,FREQUENT PATTERNS
139961,MINING ALGORITHM
139962,EVIDENCE ACCUMULATION
139963,FAST SIMILARITY SEARCH
139964,MINER
139965,FLOATING SEARCH METHODS
139966,PARTIAL SUPERVISION
139967,ADULT AGE-DIFFERENCES
139968,TRAINING OLDER ADULTS
139969,COMPUTER-BASED WORK
139970,SPATIAL LOCATION
139971,YOUNG
139972,OPERATIONAL-RESEARCH
139973,INTERACTION STYLE
139974,TRAINING METHODS
139975,E-MAIL
139976,PLAYFULNESS
139977,MEASURING USABILITY
139978,FOCUS GROUPS
139979,VOCAL CUES
139980,ACQUAINTANCES CONVERSATIONS
139981,WORKING ALLIANCE
139982,LONELINESS
139983,CARDIOVASCULAR DIFFERENTIATION
139984,NEGATIVE EMOTIONS
139985,VOCAL EMOTION
139986,REACTIVITY
139987,STRUCTURAL EQUATION MODEL
139988,TOP MANAGEMENT SUPPORT
139989,DESIGNERS
139990,NEEDS
139991,ADAPTIVE AUTOMATION SYSTEM
139992,TRACKING TASK
139993,CROSS-NATIONAL RESEARCH
139994,DISORIENTATION
139995,PERCEIVED SECURITY
139996,AFFECT SCHEDULE PANAS
139997,FORMATIVE MEASUREMENT MODELS
139998,SUPPORTED COOPERATIVE WORK
139999,HEDONIC QUALITY
140000,CYBERSTALKING
140001,EMOTION RECOGNITION SYSTEM
140002,OPERATOR FUNCTIONAL-STATE
140003,ADAPTIVE AUTOMATION
140004,MULTIVARIATE APPROACH
140005,BASIC EMOTIONS
140006,PUBLIC-SPEAKING
140007,SELECTION PROCEDURES
140008,ANXIETY DISORDERS
140009,PANAS
140010,VISUAL POSITION-INFORMATION
140011,SPATIAL PRESENCE
140012,HAND SPACE
140013,REPRESENTATIONAL GUIDANCE
140014,PROMOTE
140015,VIGILANCE PERFORMANCE
140016,SUBJECTIVE WORKLOAD
140017,DECREMENT
140018,DEATH
140019,CORPORATE WEB SITES
140020,VISUAL COMPLEXITY
140021,SPATIAL-FREQUENCIES
140022,CREDIBILITY
140023,NERVOUS-SYSTEM ACTIVITY
140024,STIMULI
140025,PARENTAL ETHNOTHEORIES
140026,ROUTINES
140027,AMYOTROPHIC-LATERAL-SCLEROSIS
140028,USER-CENTERED DESIGN
140029,MIRROR-NEURON SYSTEM
140030,CORTICAL ACTIVITY
140031,POLITENESS STRATEGIES
140032,ADVICE
140033,TUTORS
140034,QUALITATIVE RESEARCH
140035,SOCIAL EXCLUSION
140036,EPISODIC MEMORY
140037,AFFECTIVE FEEDBACK
140038,PSYCHOMETRIC PROPERTIES
140039,LIFE SATISFACTION
140040,MOBILE PHONE
140041,DEPRESSION
140042,VISUAL AESTHETICS
140043,1ST IMPRESSION
140044,SAFETY DECISION AID
140045,SOCIAL SUPPORT
140046,DOMESTIC VIOLENCE
140047,SURVIVORS
140048,READINESS
140049,VICTIMS
140050,CONSULTATIONS
140051,RESONANT-FREQUENCY
140052,BASIS FUNCTION CENTERS
140053,RISK EVALUATION
140054,MINING APPROACH
140055,2-DIMENSIONAL PCA
140056,BI-HISTOGRAM EQUALIZATION
140057,BRIGHTNESS PRESERVATION
140058,COMPRESSED DOMAIN
140059,FORUMS
140060,PAGERANK ALGORITHM
140061,TAG
140062,MOVING BOUNDARY FLOWS
140063,CEREBRAL ANEURYSM
140064,ABDOMINAL AORTIC-ANEURYSM
140065,ELASTOSTATICS
140066,TIME FINITE-ELEMENTS
140067,SHEAR-STRESS
140068,ARTERY ANEURYSMS
140069,LATTICE-GAS AUTOMATA
140070,FLOWING BLOOD
140071,WALL INTERACTIONS
140072,SIZED PARTICLES
140073,SHEAR-FLOW
140074,MATERIAL PARAMETER-ESTIMATION
140075,FINITE-ELEMENT APPROACH
140076,OVINE LEFT-VENTRICLE
140077,SIMPLE SHEAR
140078,VELOCITY-PRESSURE ELEMENTS
140079,STABILIZATION PARAMETERS
140080,PARALLEL COMPUTATION
140081,MESH UPDATE
140082,LINEAR HYPERBOLIC EQUATION
140083,BURGERS
140084,METHOD FS-FEM
140085,TETRAHEDRAL ELEMENTS
140086,SHAPE FUNCTIONS
140087,ADAPTIVE PROJECTION METHOD
140088,FLOWING SOAP FILM
140089,SUPERCONVERGENT PATCH RECOVERY
140090,MULTIPHASE
140091,ONCOLOGY
140092,CANINE LEFT-VENTRICLE
140093,MYOFIBER ARCHITECTURE
140094,PASSIVE MYOCARDIUM
140095,FINITE STRAINS
140096,SMOOTH-MUSCLE
140097,CONTRACTION
140098,OCEANOGRAPHY
140099,NONCONSERVATIVE HYPERBOLIC SYSTEMS
140100,PULSE-WAVE PROPAGATION
140101,HUMAN ARTERIAL NETWORK
140102,IN-VITRO MEASUREMENTS
140103,FINITE-VOLUME
140104,APPROXIMANTS
140105,PROPER GENERALIZED DECOMPOSITION
140106,COMPLEX FLUIDS
140107,GENERALIZED RIEMANN PROBLEM
140108,INTERNAL JUGULAR VEINS
140109,ONE-DIMENSIONAL MODEL
140110,ARTERY BLOOD-FLOW
140111,COLLAPSIBLE TUBES
140112,CAROTID-ARTERY
140113,FIELD CRYSTAL EQUATION
140114,NORMAL-MODE ANALYSIS
140115,SINGLE-PARAMETER
140116,FOLDED PROTEINS
140117,GALERKIN LCG METHOD
140118,INPUT IMPEDANCE
140119,ELECTRON TOMOGRAPHIC RECONSTRUCTIONS
140120,DENOISING FILTER
140121,NOISE-REDUCTION
140122,HOMOLOGY
140123,MECHANICS PROBLEMS
140124,HUMAN-HEART
140125,MYOCARDIUM
140126,PROPAGATION MODEL
140127,HYPERTENSION
140128,STOCHASTIC COLLOCATION METHOD
140129,RANDOM INPUT DATA
140130,VENOUS WEDGE PRESSURES
140131,FRACTIONAL FLOW RESERVE
140132,WAVE-PROPAGATION MODEL
140133,STOCHASTIC FINITE-ELEMENTS
140134,FISTULA SURGERY. PART
140135,PULSE PRESSURE METHOD
140136,DEPENDENT-VARIABLES
140137,HUMAN CANCELLOUS BONE
140138,MORPHOMETRIC-ANALYSIS
140139,LAMELLAR BONE
140140,INDENTATION
140141,MOUTH-THROAT MODELS
140142,IDEALIZED MOUTH
140143,ULTRAFINE PARTICLES
140144,1ST TREATISE
140145,BASIC SHAPE
140146,AIRWAYS
140147,TYPE-1 DIABETES-MELLITUS
140148,LOOP INSULIN DELIVERY
140149,ARTIFICIAL PANCREAS SYSTEMS
140150,POSTPRANDIAL RESPONSE
140151,RANDOMIZED CROSSOVER
140152,MONITORING SENSORS
140153,CARDIAC CT
140154,TEE
140155,LOCALIZATION ZONES
140156,FE MODEL
140157,BEATING OVINE HEART
140158,DILATED CARDIOMYOPATHY
140159,REGURGITATION
140160,LEAFLET
140161,MECHANICAL VENTILATION
140162,INDUCED BRONCHOCONSTRICTION
140163,RESPIRATORY MECHANICS
140164,NONLINEAR MODEL
140165,INTUBATION
140166,DROP
140167,EMERGING TRENDS
140168,3D ULTRASOUND
140169,ANNULOPLASTY
140170,AORTIC-VALVE
140171,CONSERVATION PROPERTIES
140172,MITRAL-VALVE
140173,802.11E WIRELESS LANS
140174,OF-SERVICE
140175,QOS CONSTRAINTS
140176,MULTIMEDIA APPLICATIONS
