AcademicKeywordID,Name
155372,user-oriented testing
155373,Automatic repair
155374,patch generation
155375,Defect prediction models
155376,model validation techniques
155377,bootstrap validation
155378,holdout validation
155379,App store
155380,release planning
155381,reviews
155382,Software defect prediction (SDP)
155383,within-project class-imbalance
155384,cross-project class-imbalance
155385,improved subclass discriminant analysis (ISDA)
155386,ISDA based defect prediction framework
155387,automatic test case generation
155388,class imbalance learning
155389,synthetic sample generation
155390,data sampling methods
155391,classification problems
155392,energy bugs
155393,non-functional testing
155394,energy-aware test generation
155395,Collaborative MDSE
155396,CoMDSE
155397,C-MDSE
155398,collaborative software engineering
155399,CoSE
155400,focus plus context
155401,fish-eye
155402,medical image
155403,3D derivative feature
155404,multidimensional opacity function
155405,multichannel classification
155406,partial volume effect
155407,triangle mesh compression
155408,multiresolution modeling
155409,surface parametrization
155410,crowd motion
155411,degrees of autonomy
155412,reactive behaviors
155413,synthetic autonomous agents
155414,virtual human crowds
155415,centerline
155416,automatic preprocessing
155417,sound textures
155418,steerable filters
155419,time-varying textures
155420,texture mixing
155421,texture movies
155422,reflectance and shading models
155423,texture acquisition
155424,visual data mining
155425,visual data exploration
155426,direct volume rendering
155427,multidimensional transfer functions
155428,direct manipulation widgets
155429,metaphor
155430,time line
155431,database visualization
155432,visualization formalism
155433,multidimensional databases
155434,surface representation and reconstruction
155435,point sample rendering
155436,mesh repair
155437,volumetric models
155438,morphological operators
155439,visibility computations
155440,occlusion culling
155441,walkthrough systems
155442,cognitive support
155443,critical point theory
155444,terrain data
155445,multiresolution data structure
155446,suturing
155447,real-time finite element analysis
155448,irregular meshes
155449,dynamic range reduction
155450,photoreceptor physiology
155451,graphical user interfaces (GUI)
155452,visualization techniques and methodologies
155453,large-format displays
155454,large-scale displays
155455,geometric alignment
155456,photometric alignment
155457,graphics systems
155458,edge bundling
155459,edge aggregation
155460,edge concentration
155461,tree visualization
155462,node-link diagrams
155463,hierarchies
155464,treemaps
155465,virtual visual servoing
155466,robust estimators
155467,model-based tracking
155468,model-free tracking
155469,volume
155470,voxel
155471,fast marching method
155472,level-set method
155473,cut locus
155474,skeletonization
155475,interaction techniques
155476,curve
155477,solid
155478,and object representations
155479,curve-skeletons
155480,social data analysis
155481,communication-minded visualization
155482,matrix visualization
155483,hybrid visualization
155484,aggreiation
155485,linear optimization
155486,discrete differential operators
155487,Streamgraph
155488,ThemeRiver
155489,listening history
155490,last.fm
155491,Information visualization
155492,visual clutter
155493,edge clustering
155494,text
155495,tag cloud
155496,participatory culture
155497,educational visualization
155498,spatial layout
155499,flow mapping
155500,spatial interaction
155501,contiguity constraints
155502,multidimensional visualization
155503,coordinated views
155504,Narrative visualization
155505,storytelling
155506,journalism
155507,Information interfaces and presentation
155508,artificial
155509,augmented
155510,and virtual realities
155511,image processing and computer vision
155512,clutter reduction
155513,massive data sets
155514,visual exploration
155515,virtual locomotion
155516,redirected walking
155517,2D graphics
155518,Topic evolution
155519,Hierarchical Dirichlet process
155520,Critical event
155521,Image/video retrieval
155522,Industrial
155523,military
155524,virtual and augmented reality
155525,3D Body Scanning
155526,global non-rigid registration
155527,Design study
155528,exploratory analysis
155529,trajectory attribute data
155530,Deformation modeling
155531,surface registration
155532,point clouds
155533,Spatio-temporal queries
155534,urban data
155535,taxi movement data
155536,visualization models
155537,task and requirements analysis
155538,qualitative evaluation
155539,Traffic visualization
155540,traffic jam propagation
155541,face database
155542,RGBD camera
155543,Sets
155544,set visualization
155545,sets intersections
155546,set attributes
155547,set relationships
155548,multidimensional data
155549,implicit integration
155550,Opinion visualization
155551,opinion diffusion
155552,opinion flow
155553,volumetric
155554,camera tracking
155555,personal context
155556,mobile and ubiquitous visualization
155557,Visualization system
155558,particle-based data
155559,Immersive VR
155560,user evaluation
155561,knowledge retention
155562,physiological measurements
155563,aviation safety
155564,Knowledge Generation
155565,Uncertainty Measures and Propagation
155566,Trust Building
155567,movement data
155568,temporal aggregation
155569,spatial aggregation
155570,flows
155571,visualization recommendation
155572,mixed-initiative systems
155573,vision-based camera localization
155574,PnP
155575,homography
155576,keypoint matching
155577,rectangle packing
155578,matrix reordering
155579,declarative specification
155580,optimal billboard locations
155581,taxi trajectory
155582,Terms Augmented reality
155583,focus accommodation
155584,porous structures
155585,Dataflow Graph
155586,Clustered Graph
155587,deep generative models
155588,blue noise sampling
155589,credit assignment
155590,protocol architecture
155591,wireless microsensor networks
155592,personal communication networks
155593,radio communication
155594,least square estimator
155595,mobile user location
155596,time difference of arrival
155597,wideband code-division multiple-access
155598,bit-error rate (BER)
155599,collaborative/cooperative diversity
155600,harmonic mean
155601,transmission with relays
155602,Doppler spectrum
155603,wireless channel model
155604,orthogonal-frequency-division multiplexing
155605,(OFDM)-based frequency-division multiple-access (OFDMA
155606,bounds fading
155607,M-ary differential phase-shift keying (MDPSK)
155608,M-ary phase-shift keying (MPSK)
155609,Q function
155610,space-time codes (STCs)
155611,average symbol error probability
155612,adaptive modulation and coding (AMC)
155613,automatic repeat request (ARQ) protocol
155614,average bit-error rate (BER)
155615,outage probabililty
155616,multiple-input multiple-output (MIMO) systems
155617,multiuser decomposition
155618,multiuser multiple-input multiple-output (MU-MIMO)
155619,transmit single processing
155620,minimum frequency-shift keying (MFSK)
155621,modulation optimization
155622,multilevel quadrature amplitude modulation (MQAM)
155623,efficiency and fairness
155624,orthogonal frequency division multiplexing (OFDM) network
155625,wireless relay networks
155626,multi-user detection
155627,adhoc network
155628,distributed orthogonalization
155629,opportunistic access
155630,received-power constraint
155631,fading relay channel
155632,multiple-antenna relay
155633,non-regenerative relay
155634,optimal canonical coordinates
155635,optimal power allocation
155636,cooperative system
155637,selection scheme
155638,sensing-throughput tradeoff
155639,spectrum reuse
155640,sensing efficiency
155641,interference avoidance
155642,hard combination
155643,soft combination
155644,Multiple antenna array
155645,base-station
155646,ergodic capacity
155647,delay-limited capacity
155648,interference power constraint
155649,noncooperative cellular wireless
155650,active antenna arrays
155651,uplink-downlink duality
155652,Optimal energy management policies
155653,physical-layer network coding
155654,Time-division duplex systems
155655,uplink training
155656,MMSE precoding
155657,underlay
155658,half duplex
155659,infrastructure relays
155660,self-interference
155661,interference limited area
155662,Full-duplex radios
155663,cell association
155664,battery limited nodes
155665,large numbers of antennas
155666,MIMO system
155667,rate-energy tradeoff
155668,range expansion
155669,WiFi offloading
155670,rate coverage
155671,weighted Poisson Voronoi
155672,cellular communication
155673,doubly near-far problem
155674,Power transmission
155675,adaptive arrays
155676,fifth generation cellular networks
155677,multi-user hybrid precoding
155678,limited-feedback
155679,linear processing
155680,imperfect CSI
155681,single-cell
155682,Cognitive small cell
155683,Nash bargaining
155684,precoding design
155685,stochastic geomtery
155686,UAV deployment
155687,Coordinated multipoint
155688,Multiple-input multiple-output
155689,multiuser superposition transmission (MUST)
155690,signal alignment
155691,sequential convex optimization
155692,Mobile-edge computing
155693,mobile computation offloading
155694,Small cell cooperation
155695,partition-based caching
155696,cluster-centric network
155697,UAV communications
155698,asymptotic analysis
155699,multi-cell MMSE processing
155700,Frequency synchronization
155701,carrier frequency offset (CFO)
155702,massive multi-input multi-output (MIMO)
155703,angle domain
155704,Energy resources
155705,worst-case robust design
155706,Automotive safety
155707,cooperative awareness
155708,beaconing
155709,hybrid vehicular networks
155710,IEEE 802.11p/WAVE
155711,Asymmetric dual-hop relay system
155712,pointing errors
155713,mixed RF/FSO systems
155714,Energy-efficient resource allocation
155715,wireless information and power transfer
155716,large-scale MIMO system
155717,QoS guarantee
155718,millimetre wave propagation
155719,orbital angular momentum
155720,generalized Bender's decomposition
155721,millimeter wave (mmWave) MIMO
155722,RF chain limitations
155723,Low altitude platform
155724,air-to-ground communication
155725,probability of line of sight
155726,EE and SE tradeoff
155727,noncooperative game
155728,nonlinear fractional programming
155729,SWIPT
155730,multicasting
155731,power splitting
155732,full-duplex relay
155733,energy recycling
155734,coordinate interleaved orthogonal designs (CIODs)
155735,index modulation
155736,pairwise error probability
155737,and max-min relaying
155738,Wireless localization
155739,received signal strength (RSS)
155740,angle-of-arrival (AoA)
155741,mobile base station
155742,periodic channel
155743,cyclical multiple access
155744,throughput delay-tradeoff
155745,Legitimate surveillance
155746,proactive eavesdropping
155747,jamming power control
155748,drone
155749,Low power wide area networks
155750,DFT processing
155751,hybrid architectures
155752,energy minimization
155753,Satellite-terrestrial networks
155754,cooperative beamforming
155755,perfect and imperfect channel state information
155756,one lime password
155757,input-queued ATM switch
155758,crosspoint-queued ATM switch
155759,combined input- and crosspoint-queued switch
155760,cell delay time
155761,required buffer size
155762,EMC technology
155763,digital circuit
155764,printed circuit board
155765,microstrip line
155766,common mode current
155767,narrow ground
155768,airborne SAR
155769,polarimetry
155770,interferometry
155771,multifrequency SAR
155772,high-resolution
155773,broadband packet wireless access
155774,single-carrier/DS-CDMA
155775,multi-carrier/DS-CDMA
155776,multi-carrier CDMA
155777,strong-password authentication
155778,strong one-way hash function
155779,one-time password
155780,adaptive multimedia
155781,wireless/mobile networks
155782,call admission control
155783,gradient algorithm
155784,adaptive beamforming
155785,mobile user terminal
155786,interference reduction
155787,cryptographic hash function
155788,stolen-verifier attack
155789,replay attack
155790,transition
155791,waveguide
155792,earliest deadline/least laxity
155793,earliest deadline zero laxity
155794,channel interleaving
155795,bit interleaving
155796,symbol interleaving
155797,chip interleaving
155798,VSF-OFCDM
155799,OFCDM
155800,variable spreading factor
155801,white LED light
155802,illuminance
155803,luminous intensity
155804,indoor visible light communication system
155805,denial of service attack
155806,DS-CDMA
155807,frequency-domain equalization
155808,antenna diversity
155809,mobile radio
155810,pulse radar
155811,non-parametric estimation
155812,shape estimation
155813,illposed inverse problem
155814,boundary scattering transform
155815,Hierarchical Mobile IPv6
155816,analytic model
155817,random-walk model
155818,fluid flow model
155819,common mode
155820,EMI
155821,current division factor
155822,ground plane
155823,framed ALOHA
155824,low energy
155825,reparability
155826,QR decomposition
155827,turbo coding
155828,personal area network
155829,intra-body communication
155830,human body
155831,phantom
155832,dynamically reconfigurable processors
155833,L-shaped notch
155834,microstrip-fed
155835,monopole antennas
155836,ultra wideband
155837,maximal ratio combining (MRC)
155838,Nakagami fading channels
155839,optical path
155840,waveband
155841,photonic network
155842,multi-layer optical paths
155843,optical cross-connect
155844,3-D
155845,gPS multipath mitigation
155846,GPS signal propagation modeling
155847,satellite-based navigation service
155848,3D-GIS
155849,microwave imaging
155850,antennas
155851,waveband cross-connect
155852,boundary
155853,continuous objects
155854,IEEE standardization
155855,heterogeneous radio access networks
155856,distributed radio resource management
155857,multi-constrained QoS
155858,delay-differentiated packet forwarding
155859,IEEE 802.15
155860,body area networks (BAN)
155861,medical and healthcare services
155862,wearable BAN
155863,implant BAN
155864,single-carrier
155865,frequency-selective channel
155866,WCDMA
155867,passive optical network
155868,10G-EPON
155869,10G-PON
155870,sleep control
155871,new generation network
155872,ID/locator split
155873,heterogeneity inclusion
155874,mobility adaptation
155875,naming and addressing
155876,client honeypot
155877,subcarrier permutation
155878,multi-core fiber
155879,coupled-mode theory
155880,coupled-power theory
155881,design problem
155882,throughput/capacity enhancement
155883,robustness enhancement
155884,network tomography
155885,implantable device
155886,brain surface electrodes
155887,motor restoration
155888,APSK
155889,shaping
155890,EXIT chart
155891,BICM-ID
155892,moving boundary
155893,base station (BS) sleeping
155894,dynamic programming (DP)
155895,neighboring BS cooperation
155896,intra-body communications
155897,quasi-static approximation
155898,equivalent circuit
155899,sparse signal
155900,compressible signal
155901,l(1)-norm
155902,underdetermined system
155903,Track-Before-Detect
155904,thresholding process
155905,active antennas
155906,broadband antennas
155907,electrically small antennas
155908,metamaterial-inspired antennas
155909,non-Foster elements
155910,pico base stations
155911,CRE
155912,double-directional
155913,FD-MIMO
155914,vehicle-to-vehicle
155915,image sensor
155916,network virtualizadon
155917,data center management
155918,5G cellular network
155919,system rate gain
155920,next generation mobile communications system
155921,LTE-advanced
155922,radio wave propagation
155923,fifth-generation
155924,TDD
155925,FDD
155926,smart spectrum access
155927,spectrum measurement
155928,signal area estimation
155929,content oriented networks
155930,in-network cache
155931,spiral antennas
155932,multi-polarized antennas
155933,circularly polarized antennas
155934,loop antennas
155935,folded dipole antennas
155936,IEEE 802.15.4g
155937,Wi-SUN
155938,smart utility network
155939,softwarization
155940,multi-beam
155941,constant modulus algorithm
155942,quadrature amplitude and phase modulation
155943,underwater optical wireless communications
155944,Monte Carlo simulation method
155945,equivalent circuit modeling
155946,impedance expansion method
155947,capsule endoscope
155948,conjugate matching condition
155949,transmission factor
155950,dipole antenna
155951,loop antenna
155952,slot antenna
155953,circular polarization
155954,wideband antenna
155955,microsatellite
155956,moving camera image
155957,active contour model
155958,realtime object tracking
155959,3D registration
155960,multiple view
155961,anisotropic
155962,heteroscedastic
155963,sensor noise
155964,local model neural networks
155965,sign language recognition
155966,gaze position
155967,3D position estimation
155968,3D motion estimation
155969,eigenfaces
155970,string-based
155971,haptic interface device
155972,two-handed
155973,multi-fingers
155974,log-polar image
155975,shift invariant features
155976,workload-based control
155977,input feature
155978,automatically selection
155979,edge preserving
155980,optimal input
155981,dynamic filter
155982,traffic sign recognition
155983,real-time vision
155984,ITS
155985,multiprocessors
155986,fault-tolerant scheduling
155987,heights
155988,task groups
155989,spoken dialogue system
155990,group conversation
155991,face-to-face conversation system
155992,object-oriented test frameworks
155993,burnt pancake graph
155994,disjoint paths
155995,polynomial algorithm
155996,routing algorithm
155997,interconnection networks
155998,pancake graph
155999,node-to-set disjoint paths
156000,intelligibility
156001,syllables
156002,modulation spectrum
156003,auditory system
156004,auditory-visual integration
156005,crowds and pedestrian modelling
156006,MAS-based modelling
156007,content-based filtering
156008,retrieval information
156009,hybrid filtering
156010,HMM-based speech synthesis
156011,speaking style
156012,emotional expression
156013,style interpolation
156014,style morphing
156015,adiabatic logic
156016,expressive speech synthesis
156017,handwritten character recognition
156018,HMMs
156019,time-series processes
156020,hand-writing recognition
156021,dynamic graphical models
156022,time-series densities
156023,bio-informatics
156024,connected component analysis
156025,region contour
156026,ellipse fitting
156027,KCR lower bound
156028,hyperaccuracy correction
156029,side-match VQ
156030,Blizzard Challenge 2005
156031,STRAIGHT
156032,HSMM
156033,GV
156034,speaker adaptive training (SAT)
156035,maximum likelihood linear regression (MLLR)
156036,voice conversion
156037,ubiquitous health care
156038,item clustering
156039,memory-efficient
156040,layer-dependent beam pruning
156041,motor imagery
156042,fractal dimension (FD)
156043,Elliptic Curve Cryptosystem
156044,TinyOS
156045,Koblitz curve
156046,geometrically invariant
156047,scale-invariant feature transform
156048,object matching
156049,grammar-based compression
156050,minimum CFG problem
156051,database encryption
156052,order-preserving encryption
156053,random shuffling
156054,beta-expansion
156055,probabilistic classification
156056,kernel logistic regression
156057,class-posterior probability
156058,squared-loss
156059,locally decodable codes
156060,S-matching vectors
156061,S-decoding polynomials
156062,perfectly smooth decoders
156063,Fast Fourier Transform (FFT)
156064,scene localization
156065,scale invariant feature transformation (SIFT)
156066,topological mapping
156067,pedestrian navigation system
156068,motion sensor mobile phone
156069,independence test
156070,density ratio estimation
156071,unconstrained least-squares importance fitting
156072,squared-loss mutual information
156073,green scheduling
156074,neural predictor
156075,instruction mapping
156076,FU array
156077,coarse-grained reconfigurable architecture
156078,synchronous digital circuit
156079,fast multi-object extraction
156080,connected component labeling
156081,genetic networks
156082,attractors
156083,nonlinear discrete systems
156084,time stamps
156085,temporal behavior
156086,machine learning in medical imaging
156087,pixel-based machine learning
156088,colorectal polyp
156089,CT colonography
156090,memory machine models
156091,prefix-sums computation
156092,sound source direction
156093,complex-valued neural networks
156094,binaural sound localization
156095,amplitude-phase function
156096,ZDD
156097,decision diagram
156098,discrete structure
156099,mobile social network
156100,tsunami detection
156101,Body Area Network (BAN)
156102,satellite
156103,content-aware image resizing
156104,seam carving
156105,seam insertion
156106,cross-corpus
156107,intrusion tolerant system
156108,byzantine failure
156109,speech watermarking
156110,formant tuning
156111,line spectral frequencies
156112,inaudibility
156113,image copy detection
156114,copy attacks
156115,arbitrary rotation
156116,rotation invariant
156117,intensity orders
156118,vocoder
156119,sound quality
156120,real-time processing
156121,underwater image enhancement
156122,wavelength compensation
156123,guided filter
156124,image base
156125,determining
156126,disassembly
156127,Encryption-then-Compression system
156128,lossless compression
156129,international standard
156130,JPEG XR
156131,JPEG-LS
156132,transportation mode detection
156133,deep feature
156134,trajectory mining
156135,prediction models
156136,performance stability
156137,imbalance ratio
156138,gravitational search algorithm
156139,EtC system
156140,concept map assessment method
156141,kit-build concept map
156142,software behavior discovery
156143,plug-in calling behavior
156144,cloud datacenter network
156145,survivable virtual network embedding
156146,virtual SDN
156147,network delay
156148,visual databases
156149,age issues
156150,facial ageing
156151,face-and-gesture recognition network ageing database
156152,FG-NET ageing database
156153,age-invariant face recognition
156154,age progression
156155,thematic areas
156156,facial appearance
156157,fingerprint identification
156158,set theory
156159,discrete Fourier transforms
156160,cancellable fingerprint template generation
156161,Delaunay triangle feature set construction
156162,fingerprint template protection scheme
156163,fingerprint minutiae
156164,FS_AVGLO method
156165,FS_INCIR method
156166,3D array
156167,1D bit string
156168,complex vector generation
156169,biometric template protection
156170,revocability
156171,irreversibility
156172,image texture
156173,variational techniques
156174,global variational method
156175,fingerprint segmentation
156176,fingerprint recognition
156177,tablet computer
156178,fingerprint image acquisition
156179,foreground region
156180,background region
156181,global three-part decomposition
156182,G3PD method
156183,nonzero coefficients
156184,morphological processing
156185,ground truth segmentation
156186,performance evaluations
156187,biometrics (access control)
156188,learning (artificial intelligence)
156189,automatic face recognition
156190,face recognition systems
156191,biometric access control
156192,baseline face recognition algorithms
156193,PCA-based approach
156194,local binary pattern
156195,LBP-based approach
156196,systematic pose variation
156197,low-resolution images
156198,biology computing
156199,zoology
156200,species phenotypic appearances
156201,species visible features
156202,animal biometric characteristics
156203,species behaviours analysis
156204,species animal trajectory
156205,visual animal biometric systems
156206,formal abstraction
156207,morphological image pattern characteristics
156208,morphological image biometric characteristics
156209,massive data processing
156210,image matching
156211,geometric morphometrics
156212,phenotypic information
156213,anatomical structure identification
156214,iris patterns
156215,facial traits
156216,ear structure
156217,ear biometric markers
156218,nonintrusive method
156219,phenotypic attributes
156220,deep-learning algorithms
156221,automatic ear detection
156222,2D landmarks
156223,convolutional neural network training
156224,morphometric landmarks
156225,human-assisted landmark matching
156226,feature vectors
156227,people identification
156228,integrated circuit interconnections
156229,hybrid wire-surface wave interconnects
156230,next-generation networks-on-chip
156231,economical interconnect
156232,global communications
156233,Zenneck surface waves interconnects
156234,SWI
156235,chip signal propagation
156236,three-dimensional integrated circuits
156237,three-dimensional networks-on-chip
156238,3D NoC
156239,three-2D turn model adaptive routing
156240,3D plane-balanced approach
156241,degree of adaptiveness
156242,3D odd-even turn model
156243,large-scale 3D integration
156244,codecs
156245,image coding
156246,security-related FPGA features
156247,area costs
156248,image codec components
156249,user device
156250,partial bitstreams
156251,cryptographic protocol
156252,trusted third-party entity
156253,FPGA devices
156254,security-related features
156255,HDCs
156256,hardware core distribution
156257,field-programmable gate array reconfigurability
156258,hardware digital contents
156259,secure distribution infrastructure process
156260,biochemistry
156261,drops
156262,electrohydrodynamics
156263,lab-on-a-chip
156264,buffer solution
156265,waste droplets
156266,mix-split steps
156267,concentration factor
156268,dilution
156269,biochemical sample preparation
156270,actuation patterns
156271,electrode array
156272,discrete fluid droplet dynamics
156273,laboratory based biochemical protocols
156274,DMF biochips
156275,digital microfluidic biochips
156276,Hardware Trojans
156277,manufacturers outsource parts
156278,cost reduction
156279,intellectual properties
156280,IP
156281,IC development chain
156282,detection techniques
156283,Trojan insertion
156284,Trojan detection techniques
156285,integrated circuit design
156286,industrial property
156287,design data hardware protection
156288,IC design
156289,reverse-engineering
156290,theft
156291,IP designers
156292,microelectronics industry
156293,lightweight protection scheme
156294,hardware security community
156295,functional locking
156296,hardware obfuscation
156297,IC-IP identification
156298,multiplying circuits
156299,scalable GF(p) Montgomery multiplier
156300,digit-digit computation approach
156301,scalable hardware architecture
156302,IDDMM algorithm
156303,multiplier kernel module complexity
156304,Xilinx FPGA families
156305,design trade-off analysis
156306,digit sizes
156307,memory blocks
156308,Virtex5
156309,iterative digit-digit Montgomery multiplication algorithm
156310,bit rate 242 Mbit
156311,s
156312,word length 1024 bit
156313,time 4
156314,21 mus
156315,brain models
156316,brain-inspired computing
156317,biological information processing system
156318,brain function hypotheses
156319,Moore Law
156320,engineered system
156321,spiking neural network architecture
156322,biomolecular electronics
156323,quantum theory
156324,Green's function methods
156325,density functional theory
156326,field effect transistors
156327,electronic characterisation
156328,atomistic modelling
156329,electrically doped nano bio p-i-n FET
156330,electrically doped bio-molecular p-i-n field-effect transistor
156331,electronic properties
156332,nonequilibrium Green function
156333,metallic cylindrical gate
156334,quantum mechanical properties
156335,Poisson equations
156336,scalable cross-by-pass-mesh topology
156337,scalable networks-on-chip topology
156338,CBP-Mesh
156339,cross-by-pass links
156340,embedded traffic traces
156341,network diameter reduction
156342,increase bisection bandwidth
156343,hops average numbers reduction
156344,network symmetry
156345,network regularity
156346,two-dimensional-based NoC topologies
156347,image colour analysis
156348,parallel architectures
156349,Fourier transforms
156350,Clifford-Fourier transform
156351,NVIDIA GeForce GTX480
156352,NVIDIA GeForce GT525M
156353,central processing unit
156354,colour object recognition
156355,generalised colour Fourier descriptor models
156356,generalised Fourier descriptor
156357,colour image
156358,parallel architecture
156359,graphics processing unit
156360,GFD
156361,GCFD
156362,CUDA architecture
156363,image feature extraction algorithm
156364,integrated circuit reliability
156365,network-on-chip simulation tools
156366,NoC-based systems
156367,scalable communication paradigm
156368,systems-on-chip designs
156369,NoC simulators
156370,NoC research
156371,NoCTweak simulator
156372,Noxim
156373,Nirgam
156374,Nostrum
156375,BookSim
156376,WormSim
156377,NOCMAP simulator
156378,ORION
156379,latency estimation
156380,throughput estimation
156381,energy consumption estimation
156382,video object plane decoder
156383,2D mesh NoC
156384,embedded mapping algorithms
156385,public key cryptography
156386,residue number systems
156387,CMOS logic circuits
156388,65-nm CMOS low-energy RNS modular multiplier
156389,elliptic-curve cryptography algorithm
156390,modular multiplication
156391,Rivest-Shamir-Adleman cryptography algorithm
156392,elliptic curve point multiplication
156393,modular exponentiation
156394,40-channel RNS moduli-set
156395,short-channel width
156396,low-voltage ECC
156397,energy-efficient ECC
156398,high-throughput Dickson basis multiplier
156399,trinomial
156400,lightweight cryptosystems
156401,high-throughput systolic Dickson basis multiplier
156402,Gaussian normal basis
156403,squaring operations
156404,multiplication operations
156405,circuit testing
156406,static test compaction procedure
156407,multicycle functional broadside tests
156408,reverse order fault simulation procedures
156409,fault coverage
156410,fault dropping
156411,functional test sequences
156412,two-cycle functional broadside tests
156413,road vehicles
156414,traffic engineering computing
156415,traffic flow estimation
156416,vehicle-type classification
156417,vision-based spatial-temporal profile analysis
156418,vision-based traffic surveillance
156419,outdoor illumination
156420,cast shadow
156421,traffic monitoring system
156422,pixel-wise weighting list
156423,dynamic background
156424,colour invariant
156425,edge invariant
156426,spatial-temporal profile image
156427,vehicle type classification
156428,foreground mask region
156429,segmentation analysis
156430,public transportation monitoring
156431,intelligent traffic control
156432,cameras
156433,filtering theory
156434,mathematical analysis
156435,real-time depth enhancement
156436,RGB-D cameras fusion
156437,real-time refinement procedure
156438,object remission
156439,depth enhancement filters
156440,time-of-flight cameras
156441,structured light-based depth cameras
156442,filtering artefacts
156443,RGB images
156444,greyscale guidance images
156445,fusion filter
156446,depth measurements
156447,global-local HOG feature fusion
156448,face images
156449,histogram-of-oriented gradient descriptor
156450,feature descriptors
156451,LBP descriptor
156452,Gabor descriptor
156453,HOG descriptor
156454,DoG filter
156455,nearest neighbour classifier
156456,weighted sum rule
156457,large-scale face database
156458,FERET
156459,CAS-PEAL-R1
156460,LDA
156461,global classifier
156462,local classifier
156463,medical image processing
156464,curvelet transforms
156465,spatial transform based method
156466,wavelet transform based method
156467,single pixel-based fusion rule
156468,anisotropic property
156469,curvelet transform domain
156470,spatial resolution imaging
156471,structural MRI
156472,single photon emission CT
156473,positron emission tomography
156474,local energy-based multimodal medical image fusion
156475,video anomaly detection
156476,deep incremental slow feature analysis network
156477,hand-crafted representations
156478,video data
156479,deep leaning
156480,D-IncSFA network
156481,global anomaly
156482,crowd panic
156483,image representation
156484,improved sparse representation method
156485,image classification method
156486,virtual training samples
156487,JAFFE
156488,Columbia object image library
156489,ORL
156490,COIL-100 AR
156491,CMU PIE databases
156492,chemical analysis
156493,low-complexity patch
156494,single image super-resolution method
156495,SR method
156496,high-resolution images
156497,HR images
156498,LR images
156499,low-resolution representations
156500,LR dictionary
156501,illumination enhancement process
156502,neighbour patches
156503,interpolated image
156504,quantitative analyses
156505,qualitative analyses
156506,fitting-based optimisation method
156507,image visual salient object detection
156508,full-reference image quality assessment metrics
156509,root mean absolute error
156510,ground truth value
156511,saliency value
156512,saliency maps
156513,statistics computation
156514,saliency optimisation algorithm
156515,content-based image retrieval application
156516,IQA metrics
156517,geophysical image processing
156518,remote sensing images
156519,fourth-order partial differential equations based trilateral filter
156520,visibility restoration
156521,hazy images
156522,FPDETF dehazing approach
156523,radiometric information
156524,haze-free images
156525,CF-based optimisation
156526,clustering and fitting
156527,K-means method
156528,colour histogram features
156529,image saliency detection algorithms
156530,man-machine systems
156531,vision-based gesture recognition
156532,sign language
156533,medical assistance
156534,diverse contexts
156535,multiple interpretations
156536,spatio-temporal variations
156537,complex nonrigid properties
156538,skin
156539,biomedical optical imaging
156540,stacked autoencoders
156541,skin lesion analysis
156542,visual analysis
156543,skin lesion dermoscopy images
156544,dermoscopy image
156545,SC-cellular neural networks
156546,ad-hoc grey-level skin lesion image
156547,ad-hoc clustering
156548,benign against melanoma
156549,hand-crafted image features
156550,Levenberg-Marquardt neural network
156551,Henon mapping
156552,2D Chebyshev map
156553,two-dimensional HeInon map
156554,independent round key
156555,ABS
156556,two-dimensional chaotic map
156557,advanced encryption standard algorithm
156558,colour image encryption
156559,operating system kernels
156560,smart phones
156561,Android malware detection
156562,signature based scanning
156563,static analytic Bayesian classification
156564,Android (operating system)
156565,ensemble machine learning
156566,high accuracy Android malware detection
156567,crypto-based algorithm
156568,secured medical image transmission
156569,telemedicine applications
156570,watermarking-based algorithm
156571,hybrid algorithm
156572,confidentiality services
156573,authenticity services
156574,integrity services
156575,cryptographic functions
156576,symmetric keys
156577,hash codes
156578,advanced encryption standard-Galois counter mode
156579,whirlpool hash function
156580,elliptic curve digital signature algorithm
156581,digital imaging and communication in medicine standard
156582,DICOM standard
156583,header data
156584,pixel data
156585,C4
156586,5 classifiers
156587,attack detection accuracy
156588,distributed denial-of-service attacks
156589,feature selection schemes
156590,BN
156591,IG
156592,information gain
156593,high speed network intrusion detection
156594,massive data
156595,lightweight intrusion detection
156596,massive network traffic
156597,telecommunication security
156598,file organisation
156599,key agreement protocol
156600,enhanced secure lightweight authentication
156601,roaming service
156602,global mobile network environment
156603,security attack
156604,man-in-middle attack
156605,user impersonation attack
156606,privileged insider attack
156607,denial-ofservice attack
156608,no login phase
156609,imperfect mutual authentication phase
156610,message authentication code
156611,exclusive-OR operation
156612,Turing machines
156613,authorisation
156614,text-based completely automated public turing test robustness
156615,undesirable malicious bot programmes
156616,systematic analysis
156617,text-based CAPTCHA
156618,attack improvement
156619,hollow CAPTCHA
156620,ReCAPTCHA
156621,success rates
156622,Yandex CAPTCHA
156623,attack method
156624,nonhollow CAPTCHA
156625,security of data
156626,software management
156627,versatile virtual honeynet management tool
156628,malicious behaviour
156629,specific security functionality
156630,heterogeneous honeypots
156631,technology dependency
156632,dynamic configuration approach
156633,mutable network environment
156634,automated honeynet deployment
156635,flip-flops
156636,trees (mathematics)
156637,logic design
156638,Virtex-4 FPGA family
156639,hardware resources
156640,digit-serial architecture
156641,path delay
156642,tree structure
156643,k-times squarer blocks
156644,field multiplier
